Address,PostCode,LivingArea,PlotSize,Price,Rooms,href,HouseId,url,TimeStampShallow
Hendrik Tollensstraat 314,2624 BS Delft,65 m²,,"€ 259,000 k.k.",4 rooms,/en/koop/delft/appartement-42935332-hendrik-tollensstraat-314/,42935332,https://www.funda.nl/en/koop/delft/appartement-42935332-hendrik-tollensstraat-314/,2022-12-15T00:25:34.647280+01:00
Vesteplein 118,2611 WG Delft,43 m²,,"€ 219,500 k.k.",2 rooms,/en/koop/delft/appartement-42935045-vesteplein-118/,42935045,https://www.funda.nl/en/koop/delft/appartement-42935045-vesteplein-118/,2022-12-15T00:25:34.647280+01:00
Oosteinde 228 A,2611 SV Delft,177 m²,,"€ 845,000 k.k.",5 rooms,/en/koop/delft/appartement-42920733-oosteinde-228-a/,42920733,https://www.funda.nl/en/koop/delft/appartement-42920733-oosteinde-228-a/,2022-12-15T00:25:34.647280+01:00
De Vlouw 1,2611 EW Delft,84 m²,,"€ 400,000 k.k.",2 rooms,/en/koop/delft/appartement-42914631-de-vlouw-1/,42914631,https://www.funda.nl/en/koop/delft/appartement-42914631-de-vlouw-1/,2022-12-15T00:25:34.647280+01:00
C. Fockstraat 87,2613 DD Delft,72 m²,,"€ 348,000 k.k.",3 rooms,/en/koop/delft/appartement-42901306-c-fockstraat-87/,42901306,https://www.funda.nl/en/koop/delft/appartement-42901306-c-fockstraat-87/,2022-12-15T00:25:34.647280+01:00
Nieuwstraat 6 A,2611 HK Delft,117 m²,,"€ 399,000 k.k.",3 rooms,/en/koop/delft/appartement-42707837-nieuwstraat-6-a/,42707837,https://www.funda.nl/en/koop/delft/appartement-42707837-nieuwstraat-6-a/,2022-12-15T00:25:34.647280+01:00
Laan van Van der Gaag 5,2627 BS Delft,97 m²,120 m²,"€ 475,000 k.k.",4 rooms,/en/koop/delft/huis-42931221-laan-van-van-der-gaag-5/,42931221,https://www.funda.nl/en/koop/delft/huis-42931221-laan-van-van-der-gaag-5/,2022-12-15T00:25:34.647280+01:00
Omanstraat 8,2622 GZ Delft,124 m²,138 m²,"€ 419,000 k.k.",5 rooms,/en/koop/delft/huis-42917520-omanstraat-8/,42917520,https://www.funda.nl/en/koop/delft/huis-42917520-omanstraat-8/,2022-12-15T00:25:34.647280+01:00
Ramaerstraat 2,2612 ER Delft,106 m²,94 m²,"€ 459,000 k.k.",5 rooms,/en/koop/delft/huis-42915109-ramaerstraat-2/,42915109,https://www.funda.nl/en/koop/delft/huis-42915109-ramaerstraat-2/,2022-12-15T00:25:34.647280+01:00
Jan de Wittstraat 17,2613 TP Delft,76 m²,"2,848 m²","€ 339,000 k.k.",3 rooms,/en/koop/delft/huis-42931674-jan-de-wittstraat-17/,42931674,https://www.funda.nl/en/koop/delft/huis-42931674-jan-de-wittstraat-17/,2022-12-15T00:25:34.812239+01:00
De Vriesstraat 80,2613 CC Delft,105 m²,122 m²,"€ 475,000 k.k.",5 rooms,/en/koop/delft/huis-42922219-de-vriesstraat-80/,42922219,https://www.funda.nl/en/koop/delft/huis-42922219-de-vriesstraat-80/,2022-12-15T00:25:34.812239+01:00
Hendrick de Keyserweg 115 .,2612 KC Delft,114 m²,,"€ 369,000 k.k.",4 rooms,/en/koop/delft/huis-42926221-hendrick-de-keyserweg-115/,42926221,https://www.funda.nl/en/koop/delft/huis-42926221-hendrick-de-keyserweg-115/,2022-12-15T00:25:34.812239+01:00
Pieter Hendrikstraat 5,2611 XS Delft,103 m²,79 m²,"€ 439,000 k.k.",4 rooms,/en/koop/delft/huis-42911656-pieter-hendrikstraat-5/,42911656,https://www.funda.nl/en/koop/delft/huis-42911656-pieter-hendrikstraat-5/,2022-12-15T00:25:34.812239+01:00
Timorstraat 35,2612 EH Delft,113 m²,125 m²,"€ 585,000 k.k.",6 rooms,/en/koop/delft/huis-42905550-timorstraat-35/,42905550,https://www.funda.nl/en/koop/delft/huis-42905550-timorstraat-35/,2022-12-15T00:25:34.812239+01:00
Caspar Fagelstraat 32,2613 GW Delft,71 m²,,"€ 299,000 k.k.",3 rooms,/en/koop/delft/appartement-42056463-caspar-fagelstraat-32/,42056463,https://www.funda.nl/en/koop/delft/appartement-42056463-caspar-fagelstraat-32/,2022-12-15T00:25:34.812239+01:00
C. Fockstraat 94,2613 DH Delft,64 m²,,"€ 325,000 k.k.",3 rooms,/en/koop/delft/appartement-42942983-c-fockstraat-94/,42942983,https://www.funda.nl/en/koop/delft/appartement-42942983-c-fockstraat-94/,2022-12-15T00:25:34.812239+01:00
Litouwen 7,2613 MB Delft,75 m²,,"€ 325,000 k.k.",3 rooms,/en/koop/delft/appartement-42930457-litouwen-7/,42930457,https://www.funda.nl/en/koop/delft/appartement-42930457-litouwen-7/,2022-12-15T00:25:34.812239+01:00
J.J. Slauerhofflaan 45,2624 JV Delft,105 m²,,"€ 320,000 k.k.",3 rooms,/en/koop/delft/appartement-88392712-jj-slauerhofflaan-45/,88392712,https://www.funda.nl/en/koop/delft/appartement-88392712-jj-slauerhofflaan-45/,2022-12-15T00:25:34.812239+01:00
Icarusweg 87,2624 BE Delft,79 m²,,"€ 375,000 k.k.",3 rooms,/en/koop/delft/appartement-88387108-icarusweg-87/,88387108,https://www.funda.nl/en/koop/delft/appartement-88387108-icarusweg-87/,2022-12-15T00:25:34.812239+01:00
Roland Holstlaan 865,2624 KD Delft,74 m²,,"€ 285,000 k.k.",3 rooms,/en/koop/delft/appartement-42996730-roland-holstlaan-865/,42996730,https://www.funda.nl/en/koop/delft/appartement-42996730-roland-holstlaan-865/,2022-12-15T00:25:34.812239+01:00
Menno ter Braaklaan 211,2624 TE Delft,106 m²,,"€ 275,000 k.k.",4 rooms,/en/koop/delft/appartement-42843012-menno-ter-braaklaan-211/,42843012,https://www.funda.nl/en/koop/delft/appartement-42843012-menno-ter-braaklaan-211/,2022-12-15T00:25:34.812239+01:00
Zuideinde 228,2627 CE Delft,85 m²,,"€ 450,000 k.k.",3 rooms,/en/koop/delft/appartement-42057874-zuideinde-228/,42057874,https://www.funda.nl/en/koop/delft/appartement-42057874-zuideinde-228/,2022-12-15T00:25:34.812239+01:00
Montgomerylaan 202,2625 PT Delft,95 m²,,"€ 275,000 k.k.",4 rooms,/en/koop/delft/appartement-42947022-montgomerylaan-202/,42947022,https://www.funda.nl/en/koop/delft/appartement-42947022-montgomerylaan-202/,2022-12-15T00:25:34.812239+01:00
J.J. Slauerhofflaan 183,2624 JZ Delft,104 m²,,"€ 285,000 k.k.",4 rooms,/en/koop/delft/appartement-42921326-jj-slauerhofflaan-183/,42921326,https://www.funda.nl/en/koop/delft/appartement-42921326-jj-slauerhofflaan-183/,2022-12-15T00:25:34.812239+01:00
Markt 48 B,2611 GV Delft,143 m²,,"€ 645,000 k.k.",6 rooms,/en/koop/delft/appartement-42764887-markt-48-b/,42764887,https://www.funda.nl/en/koop/delft/appartement-42764887-markt-48-b/,2022-12-15T00:25:34.813226+01:00
